index,status,http_status,error,company_name,county,stage,industry,employee_count,annual_revenue,street_address,zip_code,timestamp
606,success,200,True,,KnowSilo (synthetic-606),Howard,growth,Aerospace and Defense,6,1478502,"49 old solomons island road annapolis, md 21401, annapolis, md 21401",21401,2026-08-10 23:39:53
633,success,200,True,,BrightWave (synthetic-633),Anne Arundel,seed,Personal Care,6,11888158,"701 e pratt st, baltimore, maryland 21202, us - Li",21202,2026-08-10 23:39:53
624,success,200,True,,Root3 Labs (synthetic-624),Howard,early,Retail,6,164744,"10451 mill run circle, suite 400, owings mills, maryland 21117, us - Li",21117,2026-08-10 23:39:53
601,success,200,True,,POWER UP (synthetic-601),Baltimore City,pre-seed,Semiconductors,5,119965,"6711-b moravia park drive, baltimore, md 21237, us - Li",21237,2026-08-10 23:39:53
629,success,200,True,,NovusTex Corp (synthetic-629),Baltimore City,growth,Biotechnology Research,5,0,"10451 mill run circle, suite 400, owings mills, maryland 21117, us - Li",21117,2026-08-10 23:39:53
657,success,200,True,,EvON Medics (synthetic-657),Anne Arundel,growth,Research Services,5,82276,"baltimore, maryland 21230, us - Li",21230,2026-08-10 23:41:23
634,success,200,True,,Zuul IoT (synthetic-634),Baltimore City,early,Venture Studio,251,18514209,"4 west aylesbury road, lutherville timonium, md 21093",21093,2026-08-10 23:41:23
613,success,200,True,,STEM City Baltimore (synthetic-613),Howard,early,Digital Health,6,137271,"7572 rain flower way, columbia, md 21046",21046,2026-08-10 23:41:23
652,success,200,True,,Entinex (synthetic-652),Howard,established,Network Management Software,30,148449,"1800 s clinton st, baltimore, maryland 21224, us - Li",21224,2026-08-10 23:41:23
653,success,200,True,,Untethered Voyages (synthetic-653),Baltimore City,established,Software Development,210,56337,"8600 lasalle road, #212, towson, maryland 21286, us - Li",21286,2026-08-10 23:41:23
616,success,200,True,,Soles for Souls (synthetic-616),Howard,growth,Healthcare Services,2,187967,"baltimore, maryland, 21237 - Pb",21237,2026-08-10 23:43:56
644,success,200,True,,Novel Microdevices (synthetic-644),Baltimore City,pre-seed,Quantum Computing,5,280682,"6411 beckley st., holabird business park, baltimore, md 21224, us - Li",21224,2026-08-10 23:43:56
626,success,200,True,,Stacksdata (synthetic-626),Baltimore County,seed,Food & Beverage,6,1534058,"1100 wicomico st, baltimore, maryland 21230, us - Li",21230,2026-08-10 23:43:56
655,success,200,True,,Government Freelance Exchange (GovFlex) (synthetic-655),Baltimore City,growth,Other,6,120019,"6810 deerpath road, suite 405, elkridge, md 21075",21075,2026-08-10 23:43:56
659,success,200,True,,SchoolDuels (synthetic-659),Howard,pre-seed,Aerospace and Defense,6,107634,"785 elkridge landing rd, suite 300, linthicum heights, maryland 21090, us - Li",21090,2026-08-10 23:43:56
664,success,200,True,,Connexa Sports (synthetic-664),Baltimore City,established,Aerospace and Defense,30,266912,"145 west ostend street, baltimore, md 21230",21230,2026-08-10 23:45:26
622,success,200,True,,KleenUp (synthetic-622),Howard,early,Quantum Computing,5,205482,"323 w camden st, suite 600, baltimore, maryland 21201, us - Li",21201,2026-08-10 23:45:26
619,success,200,True,,Hypermelt (synthetic-619),Baltimore City,growth,Real Estate,30,1123533,"1340 smith avenue, baltimore, md 21209",21209,2026-08-10 23:45:26
628,success,200,True,,Era (synthetic-628),Howard,growth,Telecommunications,6,0,"2101 e. biddle street,baltimore, md united states 21213 - direct",21213,2026-08-10 23:45:26
631,success,200,True,,Untethered Voyages (synthetic-631),Baltimore City,growth,Medical Supplies,10,1887039,"9176 red branch road, o,columbia, md united states 21045 - direct",21045,2026-08-10 23:45:26
614,success,200,True,,Intralytix (synthetic-614),Baltimore City,established,Gaming,30,0,"855 n wolfe st., baltimore, md 21205",21205,2026-08-10 23:46:56
658,success,200,True,,Sonoval (synthetic-658),Howard,early,Nanotechnology,210,181847,"1143 rock spring rd suite 115,bel air, md united states 21014 - direct",21014,2026-08-10 23:46:56
663,success,200,False,,Patient Premier (synthetic-663),Baltimore City,established,Food & Beverage,30,0,"10451 mill run circle, suite 900, owings mills, maryland 21117, us - Li",21117,2026-08-10 23:46:56
661,success,200,True,,Lifemark Reinsurance (synthetic-661),Baltimore County,early,Fintech,125,178752,"1100 wicomico st suite 323, baltimore, md 21230, baltimore, md 21230",21230,2026-08-10 23:46:56
665,success,200,True,,Lieber Institute for Brain Development (synthetic-665),Baltimore City,seed,Personal Care,30,0,"785 elkridge landing rd, suite 300, linthicum heights, maryland 21090, us - Li",21090,2026-08-10 23:46:56
650,success,200,True,,Hungry Harvest (synthetic-650),Baltimore City,pre-seed,Consulting,30,0,"1215 e fort ave, suite 104, baltimore, maryland 21230, us - Li",21230,2026-08-10 23:46:56
602,success,200,True,,SocialToaster Inc (synthetic-602),Baltimore County,pre-seed,Financial Services,30,149693,"750 union ave, suite e3, baltimore, md 21211",21211,2026-08-10 23:46:56
654,success,200,True,,Azumi (synthetic-654),Baltimore City,early,Digital Health,5,855801,"6518 meadowridge rd, suite 100, elkridge, maryland 21075, us - Li",21075,2026-08-10 23:46:56
642,success,200,True,,Plant Sensory Systems (synthetic-642),Baltimore City,established,Venture Studio,6,1405469,"7230 lee deforest drive, columbia, md 21046",21046,2026-08-10 23:48:26
639,success,200,True,,ReGeltec (synthetic-639),Howard,established,Cannabis,125,0,"6996 columbia gateway dr, columbia, maryland 21046, us - Li",21046,2026-08-10 23:48:26
635,success,200,True,,Sparkypants (synthetic-635),Baltimore City,growth,Aerospace and Defence,6,0,"208 s pulaski st, baltimore, maryland 21223, us - Li",21223,2026-08-10 23:48:26
667,success,200,True,,22Beacon (synthetic-667),Anne Arundel,early,HR Tech,6,1495273,"6751 columbia gateway drive, columbia, md 21046",21046,2026-08-10 23:48:26
666,success,200,True,,SWCreatives (synthetic-666),Baltimore County,established,Therapeutics,210,0,"baltimore, md 21287, us - Li",21287,2026-08-10 23:48:26
668,success,200,True,,Clarity Business Solutions (synthetic-668),Baltimore County,growth,Nanotechnology,30,150044,"1501 st. paul st., baltimore, md 21202, us - Li",21202,2026-08-10 23:49:56
669,success,200,True,,Appellate (synthetic-669),Baltimore City,pre-seed,IT Consulting and Outsourcing,210,1127083,"8110 maple lawn blvd., suite 200, fulton, maryland 20759, us - Li",20759,2026-08-10 23:49:56
670,success,200,True,,Intralytix (synthetic-670),Baltimore City,growth,Autonomous Vehicles,6,3601646,"1100 wicomico street, suite 700, baltimore, md 21230",21230,2026-08-10 23:49:56
671,success,200,True,,Hispanicpreneurs (synthetic-671),Baltimore City,seed,Real Estate Services (B2C),210,384984,"250 w dickman st, second floor , baltimore, maryland 21230, us - Li",21230,2026-08-10 23:49:56
672,success,200,True,,R3 Score Technologies (synthetic-672),Baltimore County,seed,Climate Tech,350,2525203,"annapolis, maryland, 21403 - Pb",21403,2026-08-10 23:49:56
673,success,200,True,,Century Engineering (synthetic-673),Howard,seed,Environmental Services (B2B),6,0,"215 washington avenue, suite z, towson, md 21204, us - Li",21204,2026-08-10 23:51:26
674,success,200,True,,IsItGood (synthetic-674),Baltimore City,established,Digital Health,11,11146582,"1 north haven street suite 3, baltimore, md 21224",21224,2026-08-10 23:51:26
675,success,200,True,,FLOHOM (synthetic-675),Baltimore City,early,Consumer Tech,5,62116,"109 belfast road, timonium, md 21093",21093,2026-08-10 23:51:26
677,success,200,True,,Gliknik (synthetic-677),Baltimore County,growth,Autonomous Vehicles,30,809432,"101 w dickman st, baltimore, maryland 21230, us - Li",21230,2026-08-10 23:51:26
676,success,200,True,,LifeStraw (synthetic-676),Baltimore City,seed,Energy,125,0,"3273 pine orchard ln, ellicott city, maryland 21042, us - Li",21042,2026-08-10 23:51:26
678,success,200,True,,BondTrue (synthetic-678),Howard,growth,Food & Beverage,5,540614,"5520 research park drive suite 100, baltimore, md 21228, baltimore, md 21228",21228,2026-08-10 23:52:56
679,success,200,True,,GUDEA (synthetic-679),Baltimore City,seed,Cannabis,2,1151520,"7134 columbia gateway drive, columbia, md 21046",21046,2026-08-10 23:52:56
680,success,200,True,,Sonavi Labs (synthetic-680),Baltimore City,growth,Consulting,75,1619956,"8115 maple lawn boulevard,fulton, md united states 20759 - direct",20759,2026-08-10 23:52:56
681,success,200,True,,Common Curriculum (synthetic-681),Baltimore City,early,Real Estate,175,0,"1100 wicomico street, suite 1m, baltimore, md 21230",21230,2026-08-10 23:52:56
682,success,200,True,,IsItGood (synthetic-682),Carroll,established,Personal Care,6,189952,"25 west fayette street, baltimore, md 21201",21201,2026-08-10 23:52:56
683,success,200,True,,Keffa Coffee (synthetic-683),Baltimore City,pre-seed,IT Consulting and Outsourcing,30,0,"columbia, maryland, 21044 - Pb",21044,2026-08-10 23:54:26
685,success,200,True,,Arena Analytics (synthetic-685),Baltimore City,growth,Hospitals and Health Care,210,118139,"8840 stanford blvd, suite 4450, columbia, md 21045",21045,2026-08-10 23:54:26
684,success,200,True,,Secured Health (synthetic-684),Howard,early,Network Management Software,210,1024451,"145 west ostend street, baltimore, md 21230",21230,2026-08-10 23:54:26
686,success,200,True,,Enveil (synthetic-686),Baltimore City,pre-seed,Network Management Software,5,53794,"115 west st, ste 301, annapolis, maryland 21401, us - Li",21401,2026-08-10 23:54:26
687,success,200,True,,Corrie Health (synthetic-687),Baltimore City,early,Venture Studio,18,1779855,"706 giddings ave, annapolis, maryland (md) 21401, us - Li",21401,2026-08-10 23:54:26
688,success,200,True,,Sommos (synthetic-688),Baltimore City,established,Other,125,207008,"1954 greenspring dr, timonium, md 21093, us - Li",21093,2026-08-10 23:55:56
689,success,200,True,,Snag-A-Slip (synthetic-689),Baltimore City,seed,Consulting,30,17006530,"glen burnie, maryland, 21061 - Pb",21061,2026-08-10 23:55:56
690,success,200,True,,MedRegen (synthetic-690),Baltimore City,established,Network Management Software,6,1740694,"10710 gilroy rd, hunt valley, md 21031",21031,2026-08-10 23:55:56
691,success,200,True,,BondTrue (synthetic-691),Anne Arundel,seed,Diagnostics,229,20387,"10921 pump house road, annapolis, md 20701",20701,2026-08-10 23:55:56
692,success,200,True,,Hypermelt (synthetic-692),Baltimore County,growth,Real Estate Services (B2C),6,100157,"2036 e pratt st, baltimore, maryland 21231, us - Li",21231,2026-08-10 23:55:56
693,success,200,True,,CourseArc (synthetic-693),Baltimore City,growth,Consulting,30,1328767,"6711 iron ore 317 elkridge md 21075, elkridge, md 21075",21075,2026-08-10 23:57:26
695,success,200,True,,Porter (synthetic-695),Baltimore City,early,Consumer Tech,6,95680,"6940 columbia gateway dr, suite 120, columbia, maryland 21046, us - Li",21046,2026-08-10 23:57:26
694,success,200,True,,CyDeploy (synthetic-694),Anne Arundel,seed,Energy,30,0,"3701 a, southwestern blvd, baltimore, md 21229",21229,2026-08-10 23:57:26
697,success,200,True,,Minnowtech Inc. (synthetic-697),Baltimore City,established,Other Healthcare Technology Systems,6,0,"101 north haven street, suite 301, baltimore, maryland 21224, us - Li",21224,2026-08-10 23:57:26
696,success,200,True,,Enveil (synthetic-696),Howard,seed,Travel & Tourism,6,0,"615 n wolfe st, baltimore, maryland 21287, us - Li",21287,2026-08-10 23:57:26
698,success,200,True,,iBallistix (synthetic-698),Baltimore City,seed,Healthcare Services,350,496036,"5520 research park drive, suite 100, baltimore, md 21228",21228,2026-08-10 23:58:56
699,success,200,True,,MAS Alliance (synthetic-699),Howard,early,IT Services and IT Consulting,6,19929,"1200 east patapsco avenue, baltimore, md 21225",21225,2026-08-10 23:58:56
700,success,200,True,,EcoMap Technologies (synthetic-700),Baltimore City,pre-seed,Real Estate Services (B2C),30,199306,"7117 millbury court elkridge md 21075, elkridge, md 21075",21075,2026-08-10 23:58:56
701,success,200,True,,SphereHub (synthetic-701),Baltimore City,established,Other Commercial Services,6,238382,"1200 east patapsco avenue, baltimore, md 21225",21225,2026-08-10 23:58:56
703,success,200,True,,LTN Global Communications (synthetic-703),Baltimore City,growth,Network Management Software,30,171114,"baltimore, md 21287, us - Li",21287,2026-08-10 23:58:56
702,success,200,True,,OrbiSharp Robotics (synthetic-702),Baltimore City,early,MarComm,30,1751900,"3001 rosekemp ave, baltimore, md 21214",21214,2026-08-11 00:00:26
704,success,200,True,,AbsoluteCARE (synthetic-704),Baltimore City,early,Cannabis,5,0,"1501 saint paul street, 118, baltimore, md 21202",21202,2026-08-11 00:00:26
706,success,200,True,,"Foreman (OBM, Inc.) (synthetic-706)",Baltimore City,seed,Semiconductors,210,0,"301 w. 29th street, baltimore, md 21202",21202,2026-08-11 00:00:26
705,success,200,False,,Slick (synthetic-705),Anne Arundel,pre-seed,Semiconductors,30,60047,"2288 blue water blvd, suite #329, odenton, md 21113, us - Li",21113,2026-08-11 00:00:26
708,success,200,True,,The Cube Cowork (synthetic-708),Baltimore City,pre-seed,Creative Technology,4,888893,"1304 bayard street, baltimore, md 21230",21230,2026-08-11 00:00:26
707,success,200,True,,Hex Performance (synthetic-707),Baltimore City,growth,Environmental Services (B2B),30,0,"401 east pratt street, #2245, baltimore, maryland 21202, us - Li",21202,2026-08-11 00:00:26
710,success,200,True,,SecuLore Solutions (synthetic-710),Baltimore City,seed,Hospitals and Health Care,14,0,"6750 alexander bell dr, suite 420, columbia, maryland 21046, us - Li",21046,2026-08-11 00:00:26
709,success,200,True,,Aidar Health (synthetic-709),Howard,established,Software Development Applications,6,918242,"1501 st. paul street, baltimore, md 21202",21202,2026-08-11 00:00:26
712,success,200,True,,A&G Pharmaceutical (synthetic-712),Baltimore County,established,Supply Chain & Logistics,30,148184,"222 severn ave, annapolis, md 21403, us - Li",21403,2026-08-11 00:00:26
